time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,loc_name,loc_admin1,loc_admin2,loc_cc
31:05.8,36.8787,-97.428,5,2.6,ml,,71,,0.34,us,us10007u5d,2017-04-12T02:29:01.040Z,"15km WNW of Blackwell, Oklahoma",earthquake,1,2.3,,,reviewed,tul,tul,Blackwell,Oklahoma,Kay County,US
30:04.9,36.7629,-98.0624,7.678,3.3,ml,,54,,0.34,us,us10007u6w,2017-04-12T02:29:02.040Z,"26km E of Cherokee, Oklahoma",earthquake,1.3,7.7,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
02:25.6,36.6627,-97.579,1,2.7,ml,,58,,0.46,us,us10007ukn,2017-04-12T02:29:03.040Z,"21km SE of Medford, Oklahoma",earthquake,0.7,7.6,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
05:03.5,36.6679,-97.5817,6.931,2.6,ml,,59,,0.56,us,us10007up4,2017-04-12T02:29:04.040Z,"20km SE of Medford, Oklahoma",earthquake,1,7.2,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
21:00.5,36.4432,-96.9735,3.94,3,ml,,32,,0.41,us,us10007ust,2017-04-19T18:30:55.040Z,"19km NW of Pawnee, Oklahoma",earthquake,2,4.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
36:09.4,36.3938,-96.8889,3.857,2.6,ml,,56,,0.26,us,us10007utf,2017-04-19T18:30:55.040Z,"9km NW of Pawnee, Oklahoma",earthquake,2.2,4.6,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
21:29.8,36.5296,-98.9607,4.39,2.5,ml,,78,,0.49,us,us10007uus,2017-04-19T18:30:55.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,2.8,6.4,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
53:16.6,36.2944,-97.532,7.284,2.7,ml,,25,,0.28,us,us10007uwm,2017-04-19T18:30:55.040Z,"21km W of Perry, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
26:13.8,35.6144,-96.8724,4.757,2.3,ml,,37,,0.24,us,us10007v11,2017-04-19T18:30:57.040Z,"9km S of Chandler, Oklahoma",earthquake,0.9,3.3,,,reviewed,tul,tul,Chandler,Oklahoma,Lincoln County,US
21:08.5,36.7658,-98.0675,6.589,3.1,ml,,55,,0.34,us,us10007v2h,2017-04-19T18:30:57.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.4,4.1,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
48:00.1,35.767,-98.5222,5,2.4,ml,,97,,0.85,us,us10007v3m,2017-04-19T18:30:57.040Z,"13km SW of Watonga, Oklahoma",earthquake,1.5,3.3,,,reviewed,tul,tul,Watonga,Oklahoma,Blaine County,US
18:50.5,35.505,-97.2263,6.038,2.9,ml,,38,,0.44,us,us10007v4g,2017-04-19T18:30:57.040Z,"3km ENE of Choctaw, Oklahoma",earthquake,1.2,2.8,,,reviewed,tul,tul,Choctaw,Oklahoma,Oklahoma County,US
05:07.4,36.6989,-98.4223,3.252,2.6,ml,,73,,0.61,us,us10007v5c,2017-04-19T18:30:58.040Z,"8km SW of Cherokee, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
50:23.9,36.2718,-97.5682,6.973,2.4,ml,,25,,0.22,us,us10007v70,2017-04-19T18:30:58.040Z,"25km W of Perry, Oklahoma",earthquake,1.5,7.3,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
16:25.4,35.7665,-98.5232,4.614,2.6,ml,,64,,0.78,us,us10007v7t,2017-04-19T18:30:58.040Z,"13km SW of Watonga, Oklahoma",earthquake,1.1,3.2,,,reviewed,tul,tul,Watonga,Oklahoma,Blaine County,US
13:23.3,35.6715,-97.3989,6.968,2.5,ml,,23,,0.44,us,us10007v8u,2017-04-19T18:30:58.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.9,2.4,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
20:20.7,35.6253,-97.1719,5,3,ml,,24,,0.42,us,us10007v8z,2017-04-19T18:30:58.040Z,"4km SSE of Luther, Oklahoma",earthquake,1,2.1,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
28:29.8,36.1852,-96.9973,5.64,1.9,ml,,49,0.148,0.2,us,us10007vad,2017-04-19T18:30:59.040Z,"9km NE of Stillwater, Oklahoma",earthquake,1.1,2.6,0.052,48,reviewed,us,us,Stillwater,Oklahoma,Payne County,US
51:31.5,36.271,-97.3808,7.971,3.1,ml,,28,,0.76,us,us10007vai,2017-04-19T18:30:59.040Z,"8km WSW of Perry, Oklahoma",earthquake,2.1,5.9,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
44:11.5,36.109,-97.8483,6.765,2.5,ml,,26,,0.19,us,us10007vb2,2017-04-19T18:30:59.040Z,"4km E of Hennessey, Oklahoma",earthquake,0.9,7.4,,,reviewed,tul,tul,Hennessey,Oklahoma,Kingfisher County,US
36:23.3,36.2143,-96.9784,5.01,2,ml,,55,0.172,0.22,us,us10007vfs,2017-02-22T06:59:52.944Z,"13km NNE of Stillwater, Oklahoma",earthquake,1,2.4,,,reviewed,us,us,Stillwater,Oklahoma,Payne County,US
36:24.2,36.2128,-96.9675,5,1.9,ml,,39,0.169,0.42,us,us10007vfx,2017-04-19T18:30:59.040Z,"13km NE of Stillwater, Oklahoma",earthquake,1,1.7,0.053,46,reviewed,us,us,Stillwater,Oklahoma,Payne County,US
44:15.4,36.6684,-97.581,8.292,3,ml,,59,,0.49,us,us10007vet,2017-04-19T18:31:00.040Z,"20km SE of Medford, Oklahoma",earthquake,1.3,7.4,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
02:32.0,36.3863,-97.701,6.054,3.2,ml,,30,,0.37,us,us10007vhf,2017-04-19T18:31:00.040Z,"15km E of Enid, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul,Enid,Oklahoma,Garfield County,US
01:05.2,36.4358,-96.9048,3.766,2.9,ml,,71,,0.28,us,us10007vl3,2017-04-19T18:31:01.040Z,"14km NW of Pawnee, Oklahoma",earthquake,1.4,6.1,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
11:38.5,36.4319,-96.9094,3.765,2.6,ml,,70,,0.15,us,us10007vvf,2017-04-19T18:31:01.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,2.2,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
12:25.9,36.333,-98.0976,5.807,2.8,ml,,46,,0.56,us,us10007vuu,2017-04-19T18:31:02.040Z,"18km WNW of Waukomis, Oklahoma",earthquake,0.9,7.2,,,reviewed,tul,tul,Waukomis,Oklahoma,Garfield County,US
26:38.3,36.5293,-97.1152,7.993,2.5,ml,,70,,0.4,us,us10007vvz,2017-04-19T18:31:02.040Z,"17km SSW of McCord, Oklahoma",earthquake,1.9,2.2,,,reviewed,tul,tul,McCord,Oklahoma,Osage County,US
54:00.3,36.1704,-97.2684,7.993,3,ml,,32,,0.29,us,us10007vwf,2017-04-19T18:31:03.040Z,"13km S of Perry, Oklahoma",earthquake,1.4,4.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
09:30.8,36.5359,-98.9681,6.644,2.5,ml,,82,,0.42,us,us10007wbq,2017-04-19T18:31:03.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,4,7.6,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
20:54.5,36.4259,-96.9256,5.199,2.8,ml,,62,,0.34,us,us10007vxg,2017-04-19T18:31:03.040Z,"14km NW of Pawnee, Oklahoma",earthquake,1.5,2.7,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
27:34.7,36.4437,-98.7784,7.994,2.5,ml,,66,,0.55,us,us10007wjk,2017-04-27T01:38:37.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.2,2.2,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
27:46.3,36.1717,-97.266,8.447,2.5,ml,,170,,0.47,us,us10007w0n,2017-04-27T01:38:37.040Z,"13km S of Perry, Oklahoma",earthquake,1.3,3,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
09:00.0,36.6995,-98.4304,6.59,3,ml,,80,,0.64,us,us10007w3n,2017-04-27T01:38:37.040Z,"8km SW of Cherokee, Oklahoma",earthquake,1.3,5.1,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
35:49.9,36.2944,-98.4998,6.047,2.5,ml,,64,,0.56,us,us10007w3y,2017-04-27T01:38:37.040Z,"3km NNW of Fairview, Oklahoma",earthquake,0.8,7.5,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
34:08.8,36.8764,-97.4384,4.129,2.8,ml,,70,,0.27,us,us10007w4n,2017-04-27T01:38:38.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.3,5.6,,,reviewed,tul,tul,Blackwell,Oklahoma,Kay County,US
34:21.2,36.8704,-97.4489,3.007,3.1,ml,,108,,0.52,us,us10007w4q,2017-04-27T01:38:38.040Z,"16km WNW of Blackwell, Oklahoma",earthquake,1.7,6.3,,,reviewed,tul,tul,Blackwell,Oklahoma,Kay County,US
55:23.3,36.5321,-98.9713,6.377,2.5,ml,,57,,0.46,us,us10007w55,2017-04-27T01:38:38.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.2,5.9,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
23:56.8,36.5318,-98.9735,5.802,2.6,ml,,80,,0.57,us,us10007w5c,2017-04-27T01:38:38.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.9,6.6,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
05:34.5,36.782,-98.0047,7.053,2.8,ml,,70,,0.4,us,us10007w5f,2017-04-27T01:38:38.040Z,"24km W of Medford, Oklahoma",earthquake,1.8,7.5,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
08:18.2,35.8626,-96.722,5.605,2.7,ml,,50,,0.63,us,us10007w5t,2017-04-27T01:38:38.040Z,"13km NNW of Stroud, Oklahoma",earthquake,2.2,5.9,,,reviewed,tul,tul,Cushing,Oklahoma,Payne County,US
55:33.9,36.7918,-97.7296,7.934,3,ml,,40,,0.43,us,us10007w6u,2017-04-27T01:38:38.040Z,"1km SSE of Medford, Oklahoma",earthquake,1.9,2.1,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
21:03.6,36.0736,-97.7663,5,2.5,ml,,26,,0.17,us,us10007wb0,2017-04-27T01:38:38.040Z,"12km ESE of Hennessey, Oklahoma",earthquake,1.2,4,,,reviewed,tul,tul,Hennessey,Oklahoma,Kingfisher County,US
49:39.2,36.5369,-98.9758,10.09,3,mb_lg,,128,0.103,0.5,us,us10007whh,2017-04-27T01:38:40.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,1.9,6.1,0.064,64,reviewed,us,us,Mooreland,Oklahoma,Woodward County,US
58:10.3,36.29,-97.5072,3.67,3.2,ml,,25,,0.36,us,us20008ftg,2017-04-27T01:38:41.040Z,"19km W of Perry, Oklahoma",earthquake,1,7.7,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
16:45.2,36.2763,-97.5113,1.53,2.9,mb_lg,,37,0.207,0.1,us,us20008fur,2017-04-27T01:38:42.040Z,"20km W of Perry, Oklahoma",earthquake,1,6.3,0.071,51,reviewed,us,us,Perry,Oklahoma,Noble County,US
00:06.4,36.8773,-97.432,7.964,2.6,ml,,71,,0.36,us,us20008hbn,2017-04-27T01:38:42.040Z,"15km WNW of Blackwell, Oklahoma",earthquake,0.9,5,,,reviewed,tul,tul,Blackwell,Oklahoma,Kay County,US
04:12.4,36.5297,-98.9761,5.982,3.2,ml,,74,,0.31,us,us20008hds,2017-04-27T01:38:43.040Z,"22km ENE of Mooreland, Oklahoma",earthquake,2.9,4.6,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
46:19.0,36.4563,-98.7671,7.023,2.6,ml,,62,,0.5,us,us20008hnl,2017-04-27T01:38:44.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.4,5.6,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
09:40.6,36.6834,-97.6615,8.124,2.6,ml,,51,,0.29,us,us20008ht5,2017-05-09T01:24:27.040Z,"15km SSE of Medford, Oklahoma",earthquake,1.3,5,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
04:34.2,36.3193,-96.9792,4.528,2.9,ml,,17,,0.43,us,us20008i24,2017-05-09T01:24:28.040Z,"15km W of Pawnee, Oklahoma",earthquake,1.5,5.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
53:53.7,36.4199,-96.8941,6.287,3.4,ml,,63,,0.16,us,us20008hzs,2017-05-09T01:24:29.040Z,"12km NW of Pawnee, Oklahoma",earthquake,1,1.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
39:12.9,36.1214,-97.0086,4.77,1.8,ml,,43,0.095,0.14,us,us20008i3h,2017-05-09T01:24:29.040Z,"4km E of Stillwater, Oklahoma",earthquake,0.7,4,0.055,44,reviewed,us,us,Stillwater,Oklahoma,Payne County,US
13:27.1,36.4348,-96.9051,4.42,2.8,ml,,69,,0.35,us,us20008i3m,2017-05-09T01:24:29.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,3.2,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
19:07.5,36.4044,-98.6736,5.855,2.5,ml,,36,,0.44,us,us20008ilj,2017-05-09T01:24:30.040Z,"22km NW of Fairview, Oklahoma",earthquake,1.5,7.3,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
22:16.8,36.2171,-97.5715,6.08,2.7,ml,,23,,0.36,us,us20008ies,2017-05-09T01:24:30.040Z,"26km WSW of Perry, Oklahoma",earthquake,1,6,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
24:10.0,36.2172,-97.5713,6.564,2.5,ml,,23,,0.26,us,us20008ieu,2017-05-09T01:24:30.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.2,5.2,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
24:03.5,36.076,-97.5596,6.828,2.5,ml,,27,,0.09,us,us20008ium,2017-05-09T01:24:32.040Z,"14km NNE of Crescent, Oklahoma",earthquake,1.1,1.9,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
39:43.0,35.9387,-97.2662,5.154,2.7,ml,,24,,0.2,us,us20008iut,2017-05-09T01:24:32.040Z,"1km SW of Langston, Oklahoma",earthquake,1.3,4.1,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
02:02.6,36.7659,-98.0707,7.133,2.6,ml,,54,,0.67,us,us20008j38,2017-05-09T01:24:33.040Z,"25km E of Cherokee, Oklahoma",earthquake,1.3,5.3,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
47:03.4,35.7454,-97.1358,5.498,2.7,ml,,27,,0.22,us,us20008j4q,2017-05-09T01:24:34.040Z,"10km NNE of Luther, Oklahoma",earthquake,1,4.4,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
12:19.7,36.3599,-98.1599,7.955,3.1,ml,,43,,0.49,us,us20008j5x,2017-05-09T01:24:34.040Z,"22km SSE of Helena, Oklahoma",earthquake,1,6.4,,,reviewed,tul,tul,Helena,Oklahoma,Alfalfa County,US
10:39.6,36.4546,-98.7929,5.66,2.7,ml,,63,,0.56,us,us20008j6i,2017-05-09T01:24:34.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.8,7,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
00:34.8,35.9957,-96.7984,4.729,2.7,ml,,52,,0.26,us,us20008j8b,2017-05-09T01:24:34.040Z,"3km WNW of Cushing, Oklahoma",earthquake,1.2,4,,,reviewed,tul,tul,Cushing,Oklahoma,Payne County,US
37:24.9,36.298,-96.6798,3.561,3.1,ml,,65,,0.26,us,us20008je3,2017-05-13T01:03:18.040Z,"11km ESE of Pawnee, Oklahoma",earthquake,1.2,4.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
38:19.7,36.2982,-96.6776,1.704,2.9,ml,,65,,0.57,us,us20008jj8,2017-05-13T01:03:18.040Z,"12km ESE of Pawnee, Oklahoma",earthquake,1,4.5,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
24:02.2,36.3176,-97.7679,5.376,2.6,ml,,27,,0.2,us,us20008jgu,2017-05-13T01:03:18.040Z,"12km ENE of Waukomis, Oklahoma",earthquake,0.7,2.3,,,reviewed,tul,tul,Enid,Oklahoma,Garfield County,US
41:58.3,36.2923,-96.6949,3.334,2.6,ml,,82,,0.12,us,us20008jpb,2017-05-13T01:03:19.040Z,"11km ESE of Pawnee, Oklahoma",earthquake,0.8,3.4,,,reviewed,tul,tul,Pawnee,Oklahoma,Pawnee County,US
23:32.3,35.8659,-97.3126,5.543,2.7,ml,,28,,0.18,us,us20008jss,2017-05-13T01:03:20.040Z,"10km E of Guthrie, Oklahoma",earthquake,1,4,,,reviewed,tul,tul,Langston,Oklahoma,Logan County,US
15:35.8,36.1259,-96.8688,3.766,2.5,ml,,22,,0.23,us,us20008k2q,2017-05-13T01:03:21.040Z,"15km W of Yale, Oklahoma",earthquake,0.7,2.7,,,reviewed,tul,tul,Yale,Oklahoma,Payne County,US
08:28.9,36.4616,-98.7616,7.207,2.8,ml,,46,,0.17,us,us20008k5i,2017-05-13T01:03:22.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.3,3.1,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
33:07.3,36.1266,-96.864,6.207,3.3,mwr,,22,,0.31,us,us20008k9g,2017-05-13T01:03:22.040Z,"14km W of Yale, Oklahoma",earthquake,0.8,2,,11,reviewed,tul,slm,Yale,Oklahoma,Payne County,US
01:49.4,36.1263,-96.8727,5,2.8,ml,,22,,0.22,us,us20008k9n,2017-05-13T01:03:22.040Z,"15km W of Yale, Oklahoma",earthquake,0.6,2.1,,,reviewed,tul,tul,Yale,Oklahoma,Payne County,US
17:12.2,36.1498,-99.024,6.052,2.5,ml,,191,,1.16,us,us20008kda,2017-05-13T01:03:22.040Z,"13km NNW of Taloga, Oklahoma",earthquake,2.1,3.4,,,reviewed,tul,tul,Taloga,Oklahoma,Dewey County,US
04:12.5,35.9111,-97.3527,6.716,2.7,ml,,33,,0.32,us,us20008kr8,2017-05-17T01:19:31.040Z,"7km ENE of Guthrie, Oklahoma",earthquake,0.6,6,,,reviewed,tul,tul,Guthrie,Oklahoma,Logan County,US
06:40.0,36.2777,-97.5588,4.982,2.6,ml,,25,,0.31,us,us20008krw,2017-05-17T01:19:32.040Z,"24km W of Perry, Oklahoma",earthquake,1,6.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
13:45.9,36.2762,-97.5627,6.068,2.7,ml,,25,,0.31,us,us20008krz,2017-05-17T01:19:32.040Z,"24km W of Perry, Oklahoma",earthquake,1.1,7.3,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
15:22.2,36.2773,-97.5629,5.305,2.5,ml,,25,,0.3,us,us20008l0p,2017-05-17T01:19:32.040Z,"24km W of Perry, Oklahoma",earthquake,1.2,7.1,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
11:05.5,36.1742,-98.1264,5.53,2.5,ml,,50,,0.2,us,us20008ku3,2017-05-17T01:19:32.040Z,"18km ENE of Okeene, Oklahoma",earthquake,1.2,4.7,,,reviewed,tul,tul,Okeene,Oklahoma,Blaine County,US
06:08.7,36.5926,-98.5559,5.264,2.7,ml,,43,,0.24,us,us20008kuu,2017-05-17T01:19:33.040Z,"25km SSE of Alva, Oklahoma",earthquake,1.5,6.3,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
53:00.3,35.9907,-96.8065,4.367,2.6,ml,,32,,0.34,us,us20008kwd,2017-05-17T01:19:33.040Z,"3km W of Cushing, Oklahoma",earthquake,1.6,4.1,,,reviewed,tul,tul,Cushing,Oklahoma,Payne County,US
05:41.2,36.5339,-98.9738,6.377,3.1,ml,,58,,0.48,us,us20008l22,2017-05-17T01:19:34.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.6,6.9,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
57:06.3,36.4878,-98.806,5.747,2.7,ml,,56,,0.41,us,us20008l2b,2017-05-17T01:19:34.040Z,"36km E of Mooreland, Oklahoma",earthquake,2.5,6.9,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
02:23.5,36.5306,-98.9703,6.59,2.5,ml,,87,,0.26,us,us20008l5y,2017-05-17T01:19:35.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,2.8,6.4,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
38:28.5,35.6723,-97.3952,6.103,2.6,ml,,38,,0.38,us,us20008l6g,2017-05-17T01:19:35.040Z,"7km ENE of Edmond, Oklahoma",earthquake,0.7,6.7,,,reviewed,tul,tul,Edmond,Oklahoma,Oklahoma County,US
57:35.4,36.7675,-97.6396,8.799,3.4,ml,,52,,0.43,us,us20008ldc,2017-05-17T01:19:35.040Z,"9km ESE of Medford, Oklahoma",earthquake,1.6,7.1,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
41:28.5,36.213,-96.9465,5,2.7,ml,,24,,0.16,us,us20008lh9,2017-05-17T01:19:36.040Z,"14km NE of Stillwater, Oklahoma",earthquake,0.8,1.7,,,reviewed,tul,tul,Stillwater,Oklahoma,Payne County,US
27:01.1,36.5134,-98.6468,6.295,2.8,ml,,48,,0.48,us,us20008lna,2017-05-17T01:19:36.040Z,"30km NNW of Fairview, Oklahoma",earthquake,2.1,6.9,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
33:34.3,36.5132,-98.6391,3.798,2.5,ml,,42,,0.24,us,us20008lpt,2017-05-17T01:19:36.040Z,"30km NNW of Fairview, Oklahoma",earthquake,1.6,4.5,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
21:48.8,36.1787,-97.4036,7.958,2.9,ml,,23,,0.19,us,us20008lta,2017-05-17T01:19:37.040Z,"16km SW of Perry, Oklahoma",earthquake,0.4,4.8,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
28:16.8,36.4693,-98.7499,6.374,2.7,ml,,72,,0.3,us,us20008m0j,2017-05-17T01:19:38.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.7,6.6,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
54:23.2,36.7565,-98.0625,7.455,2.6,ml,,51,,0.48,us,us20008m0x,2017-05-17T01:19:38.040Z,"26km E of Cherokee, Oklahoma",earthquake,1.2,5.1,,,reviewed,tul,tul,Cherokee,Oklahoma,Alfalfa County,US
01:42.4,36.2193,-97.5657,7.992,2.6,ml,,26,,0.18,us,us20008m5j,2017-05-17T01:19:38.040Z,"26km WSW of Perry, Oklahoma",earthquake,0.6,5.1,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
47:20.1,36.4876,-97.7636,7.457,3,ml,,35,,0.18,us,us20008m8e,2017-05-17T01:19:38.040Z,"14km NE of Enid, Oklahoma",earthquake,0.9,4.7,,,reviewed,tul,tul,Enid,Oklahoma,Garfield County,US
21:33.7,36.2702,-97.348,7.993,2.8,ml,,28,,0.31,us,us20008m8t,2017-05-17T01:19:38.040Z,"5km WSW of Perry, Oklahoma",earthquake,1,3.1,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
31:02.0,36.2145,-97.5568,7.252,3.4,ml,,23,,0.23,us,us20008mex,2017-05-17T01:19:39.040Z,"25km WSW of Perry, Oklahoma",earthquake,1,4,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
11:36.6,36.5041,-99.0357,6.237,2.7,ml,,66,,0.58,us,us20008miu,2017-05-24T02:48:08.040Z,"16km ENE of Mooreland, Oklahoma",earthquake,2.5,5.9,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
04:49.2,35.7969,-97.1928,5.51,2.5,ml,,36,,0.52,us,us20008mj2,2017-05-24T02:48:09.040Z,"14km N of Luther, Oklahoma",earthquake,1.2,5.4,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
47:56.0,36.4158,-97.3461,7.979,2.5,ml,,36,,0.36,us,us20008mm8,2017-05-24T02:48:09.040Z,"14km NNW of Perry, Oklahoma",earthquake,1,6.1,,,reviewed,tul,tul,Perry,Oklahoma,Noble County,US
51:42.2,36.219,-97.5634,6.096,2.6,ml,,23,,0.6,us,us20008mti,2017-05-24T02:48:10.040Z,"25km WSW of Perry, Oklahoma",earthquake,0.8,6.7,,,reviewed,tul,tul,Crescent,Oklahoma,Logan County,US
32:33.7,36.8189,-97.5544,7.978,2.8,ml,,65,,0.45,us,us20008mw1,2017-05-24T02:48:10.040Z,"16km E of Medford, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
37:23.9,35.7959,-97.1953,6.617,2.8,ml,,35,,0.45,us,us20008mya,2017-05-24T02:48:11.040Z,"14km N of Luther, Oklahoma",earthquake,1.2,6.6,,,reviewed,tul,tul,Luther,Oklahoma,Oklahoma County,US
42:55.4,36.7116,-97.6242,8.236,2.7,ml,,56,,0.45,us,us20008myb,2017-05-24T02:48:11.040Z,"14km SE of Medford, Oklahoma",earthquake,1.5,1.4,,,reviewed,tul,tul,Medford,Oklahoma,Grant County,US
25:22.6,36.4434,-98.7855,7.462,3.4,ml,,51,,0.36,us,us100085wh,2017-05-24T02:48:12.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.7,7.1,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
43:31.3,36.445,-98.7813,7.144,2.7,ml,,50,,0.23,us,us100085x4,2017-05-24T02:48:12.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.6,2.6,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
45:37.4,36.4438,-98.7834,7.265,2.5,ml,,67,,0.77,us,us100086eg,2017-05-24T02:48:12.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,6.1,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
16:20.6,36.4475,-98.7805,6.845,2.7,ml,,66,,0.39,us,us100085xe,2017-05-24T02:48:12.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.4,6.9,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
29:52.1,36.4436,-98.7803,5.953,2.6,ml,,67,,0.38,us,us100085xl,2017-05-24T02:48:12.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.9,7.4,,,reviewed,tul,tul,Fairview,Oklahoma,Major County,US
49:55.3,36.4829,-98.763,4.768,3.1,ml,,43,,0.17,us,us1000862f,2017-05-24T02:48:12.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.1,4.5,,,reviewed,tul,tul,Alva,Oklahoma,Woods County,US
30:40.6,35.8428,-96.6459,5.952,3.3,ml,,48,,0.26,us,us100086el,2017-05-24T02:48:13.040Z,"10km N of Stroud, Oklahoma",earthquake,2.6,5.3,,,reviewed,tul,tul,Stroud,Oklahoma,Lincoln County,US
10:55.9,36.5327,-98.9744,6.022,2.8,ml,,71,,0.57,us,us100086eq,2017-05-24T02:48:13.040Z,"23km ENE of Mooreland, Oklahoma",earthquake,3.6,6.8,,,reviewed,tul,tul,Mooreland,Oklahoma,Woodward County,US
