genotype,bout_length,fish
wt,4.98,61
wt,1.98,61
wt,0.96,61
wt,1.98,61
wt,8.04,61
wt,0.96,61
wt,3.96,61
wt,0.96,61
wt,1.02,61
wt,2.04,61
wt,3.96,61
wt,1.98,61
wt,4.02,61
wt,1.02,61
wt,2.04,61
wt,1.02,61
wt,1.98,61
wt,1.02,61
wt,1.02,61
wt,0.96,61
wt,2.04,61
wt,1.02,61
wt,3,61
wt,1.98,61
wt,1.02,61
wt,1.02,61
wt,1.02,61
wt,5.04,61
wt,2.04,61
wt,1.02,61
wt,7.02,61
het,1.98,62
het,6,62
het,3,62
het,1.98,62
het,1.02,62
het,3,62
het,6,62
het,1.98,62
het,5.04,62
het,4.98,62
het,7.98,62
het,1.98,62
het,1.98,62
het,1.02,62
het,7.02,62
het,1.98,62
het,1.98,62
het,3,62
het,4.02,62
het,1.98,62
het,3,62
het,13.02,62
het,3,62
het,2.04,62
het,1.02,62
het,4.02,62
het,2.04,62
het,1.02,62
het,0.96,62
het,3.96,62
het,1.02,62
het,0.96,62
het,1.02,62
het,1.98,62
het,1.98,62
het,0.96,62
het,1.98,62
het,9,62
het,5.04,62
het,7.98,62
het,4.02,62
het,0.96,62
het,1.98,62
het,3,62
het,2.04,62
het,10.02,62
het,1.98,62
het,13.98,62
het,4.02,62
het,4.02,62
het,3,62
het,4.02,62
het,7.98,62
het,4.02,62
het,0.96,62
het,0.96,62
het,4.02,62
het,2.04,62
het,1.02,62
het,2.04,62
het,3,62
het,1.02,62
het,2.04,62
het,10.02,62
het,1.02,62
het,1.98,62
het,1.98,62
het,1.98,62
het,3,62
het,4.02,62
het,4.98,62
het,2.04,62
het,4.02,62
het,3,62
het,3,62
het,4.02,62
het,0.96,62
het,1.98,62
het,3,62
het,4.98,62
het,4.02,62
het,1.98,62
het,1.02,62
het,4.02,62
het,6,62
het,9.96,62
het,1.98,62
mut,12.96,64
mut,27,64
mut,34.98,64
mut,22.98,64
mut,6,64
mut,8.04,64
mut,4.02,64
mut,49.98,64
mut,3.96,64
mut,25.98,64
mut,7.98,64
mut,7.98,64
mut,16.02,64
mut,3,64
mut,18,64
mut,6,64
mut,30,64
mut,1.02,64
mut,1.02,64
mut,24,64
mut,34.98,64
mut,6,64
mut,0.96,64
mut,16.98,64
mut,52.98,64
mut,6,64
mut,1.98,64
mut,4.02,64
mut,7.02,64
mut,3.96,64
mut,3,64
mut,3,64
mut,6,64
mut,11.04,64
mut,13.02,64
mut,3.96,64
mut,6,64
mut,3.96,64
mut,9,64
mut,3,64
mut,3.96,64
mut,3,64
mut,3,64
mut,8.04,64
mut,12,64
het,6.96,65
het,4.02,65
het,1.02,65
het,5.04,65
het,11.04,65
het,3,65
het,1.02,65
het,7.02,65
het,3,65
het,3,65
het,11.04,65
het,0.96,65
het,10.02,65
het,1.02,65
het,1.02,65
het,2.04,65
het,1.02,65
het,1.98,65
het,3.96,65
het,1.02,65
het,4.98,65
het,1.98,65
het,0.96,65
het,1.98,65
het,3,65
het,1.98,65
het,1.02,65
het,0.96,65
het,3,65
het,2.04,65
het,4.02,65
het,4.02,65
het,2.04,65
het,7.02,65
het,1.98,65
het,1.98,65
het,1.98,65
het,1.02,65
het,9.96,65
het,2.04,65
het,7.98,65
het,1.02,65
het,1.02,65
het,0.96,65
het,0.96,65
het,10.02,65
het,3,65
het,1.02,65
het,4.02,65
het,1.98,65
het,3,65
het,0.96,65
het,3,65
het,4.02,65
het,1.98,65
het,1.98,65
het,3,65
het,7.02,65
het,6.96,65
het,2.04,65
het,5.04,65
het,0.96,65
het,3,65
het,0.96,65
het,7.98,65
het,1.98,65
het,15,65
het,6,65
het,4.98,65
het,0.96,65
het,3,65
het,2.04,65
het,0.96,65
het,3,65
het,13.98,65
het,0.96,65
het,1.02,65
het,1.02,65
het,1.02,65
het,2.04,65
het,5.04,65
het,4.02,65
het,4.02,65
het,0.96,65
het,1.02,65
het,10.02,65
het,1.02,65
het,3,65
het,5.04,65
het,3,65
het,1.02,65
het,1.02,65
mut,21,66
mut,4.98,66
mut,12,66
mut,8.04,66
mut,4.02,66
mut,3.96,66
mut,12,66
mut,0.96,66
mut,0.96,66
mut,19.02,66
mut,13.98,66
mut,12,66
mut,6,66
mut,1.02,66
mut,0.96,66
mut,2.04,66
mut,4.02,66
mut,18.96,66
mut,1.02,66
mut,2.04,66
mut,8.04,66
mut,13.02,66
mut,1.02,66
mut,2.04,66
mut,10.98,66
mut,7.02,66
mut,4.98,66
mut,4.98,66
mut,3,66
mut,0.96,66
mut,1.02,66
mut,10.02,66
mut,16.98,66
mut,7.02,66
mut,2.04,66
mut,24,66
mut,1.98,66
mut,3,66
mut,7.98,66
mut,5.04,66
mut,13.02,66
mut,10.98,66
mut,7.02,66
mut,21,66
mut,7.98,66
mut,10.02,66
mut,7.98,66
mut,3.96,66
mut,6,66
mut,9,66
mut,1.02,66
mut,13.02,66
mut,18,66
mut,16.98,66
mut,0.96,66
mut,1.02,66
mut,4.98,66
mut,10.02,66
mut,8.04,66
mut,3,66
mut,12.96,66
mut,1.98,66
mut,1.02,66
mut,1.02,66
mut,0.96,66
wt,3,68
wt,10.02,68
wt,6,68
wt,6,68
wt,0.96,68
wt,1.02,68
wt,3,68
wt,3,68
wt,9,68
wt,3,68
wt,3,68
wt,2.04,68
wt,3,68
wt,3,68
wt,0.96,68
wt,1.02,68
wt,5.04,68
wt,1.98,68
wt,1.98,68
wt,4.02,68
wt,5.04,68
wt,5.04,68
wt,3,68
wt,1.02,68
wt,1.98,68
wt,2.04,68
wt,6,68
wt,3,68
wt,4.02,68
wt,0.96,68
wt,6,68
wt,1.02,68
wt,4.02,68
wt,3,68
wt,1.98,68
wt,4.98,68
wt,10.98,68
wt,0.96,68
wt,1.02,68
wt,11.04,68
wt,1.02,68
wt,2.04,68
wt,1.98,68
wt,2.04,68
wt,4.02,68
wt,3.96,68
wt,6,68
wt,1.02,68
wt,1.98,68
wt,1.02,68
wt,3,68
wt,2.04,68
wt,1.02,68
wt,2.04,68
wt,3,68
wt,2.04,68
wt,1.02,68
wt,3,68
wt,1.02,68
wt,3.96,68
wt,1.98,68
wt,10.02,68
wt,1.02,68
wt,2.04,68
wt,2.04,68
wt,3,68
wt,9,68
wt,1.02,68
wt,1.02,68
wt,1.02,68
wt,1.98,68
wt,10.98,68
wt,7.98,68
wt,5.04,68
wt,1.02,68
wt,6,68
wt,1.02,68
wt,3,68
wt,1.02,68
wt,1.02,68
wt,1.02,68
wt,1.02,68
wt,1.02,68
wt,1.98,68
wt,1.02,68
wt,2.04,68
wt,3,68
wt,7.98,68
wt,0.96,68
wt,1.02,68
wt,3,68
wt,1.02,68
mut,33,69
mut,18,69
mut,6.96,69
mut,0.96,69
mut,10.02,69
mut,1.02,69
mut,36,69
mut,14.04,69
mut,10.02,69
mut,15,69
mut,11.04,69
mut,7.02,69
mut,8.04,69
mut,3,69
mut,7.98,69
mut,3,69
mut,6,69
mut,8.04,69
mut,7.02,69
mut,6.96,69
mut,12,69
mut,6.96,69
mut,4.02,69
mut,5.04,69
mut,2.04,69
mut,18,69
mut,0.96,69
mut,37.98,69
mut,3,69
mut,13.98,69
mut,6,69
mut,4.02,69
mut,27,69
mut,1.02,69
mut,40.98,69
mut,33.96,69
mut,22.02,69
mut,5.04,69
mut,22.02,69
mut,10.98,69
het,1.02,71
het,1.02,71
het,7.98,71
het,1.02,71
het,3,71
het,6,71
het,2.04,71
het,3,71
het,4.02,71
het,15.96,71
het,1.98,71
het,3.96,71
het,6,71
het,3.96,71
het,0.96,71
het,4.98,71
het,7.02,71
het,4.98,71
het,3,71
het,1.02,71
het,7.02,71
het,1.02,71
het,1.02,71
het,6,71
het,1.98,71
het,3.96,71
het,7.98,71
het,1.98,71
het,1.02,71
het,0.96,71
het,0.96,71
het,7.98,71
het,1.98,71
het,3,71
het,1.98,71
het,0.96,71
het,8.04,71
het,25.02,71
het,16.02,71
het,24,71
het,15,71
het,3,71
het,1.02,71
het,3.96,71
het,1.98,71
het,12.96,71
het,3.96,71
het,1.02,71
het,16.98,71
het,0.96,71
het,7.02,71
het,3,71
het,3,71
het,1.98,71
het,6,71
het,6,71
het,3,71
het,1.02,71
het,3,71
het,1.02,71
het,1.02,71
het,2.04,71
het,2.04,71
het,3,71
het,2.04,71
het,1.02,71
het,3.96,71
het,1.02,71
het,6,71
het,6,71
het,1.02,71
het,4.02,71
het,2.04,71
het,1.02,71
het,1.02,71
het,1.02,71
het,2.04,71
het,1.98,71
het,0.96,71
het,1.98,71
het,1.02,71
het,0.96,71
het,0.96,71
het,1.98,71
het,1.02,71
het,2.04,71
het,9,71
het,4.02,71
het,13.02,72
het,19.98,72
het,64.98,72
het,75.96,72
het,28.98,72
het,3.96,72
het,28.98,72
het,1.02,72
het,42,72
het,10.02,72
het,26.04,72
het,1.98,72
het,31.02,72
het,27,72
het,16.98,72
het,1.02,72
het,4.02,72
het,10.02,72
het,58.02,72
het,24.96,72
het,34.98,72
het,2.04,73
het,7.02,73
het,9,73
het,4.02,73
het,16.98,73
het,6,73
het,3.96,73
het,6,73
het,3,73
het,1.98,73
het,3,73
het,9,73
het,4.02,73
het,7.02,73
het,13.02,73
het,7.02,73
het,5.04,73
het,8.04,73
het,6,73
het,6,73
het,15,73
het,21,73
het,1.98,73
het,6,73
het,5.04,73
het,27,73
het,6.96,73
het,4.98,73
het,10.02,73
het,13.98,73
het,18,73
het,1.02,73
het,7.02,73
het,0.96,73
het,6,73
het,21,73
het,13.98,73
het,1.02,73
het,15,73
het,13.98,73
het,3,73
het,1.02,73
het,3,73
het,4.02,73
het,0.96,73
het,33,73
het,4.98,73
het,7.02,74
het,0.96,74
het,0.96,74
het,1.02,74
het,1.02,74
het,1.98,74
het,0.96,74
het,2.04,74
het,1.98,74
het,1.98,74
het,2.04,74
het,1.02,74
het,3,74
het,1.02,74
het,1.98,74
het,1.02,74
het,1.02,74
het,1.98,74
het,2.04,74
het,1.02,74
het,6,74
het,18.96,74
het,1.98,74
het,1.98,74
het,3,74
het,1.02,74
het,1.02,74
het,1.98,74
het,4.98,74
het,1.98,74
het,0.96,74
het,7.02,74
het,5.04,74
het,4.02,74
het,1.98,74
het,1.02,74
het,0.96,74
het,3,74
het,1.02,74
het,3,74
het,6,74
het,4.98,74
het,4.02,74
het,2.04,74
het,4.02,74
het,1.98,74
het,3,74
het,0.96,74
het,1.02,74
het,1.98,74
het,0.96,74
het,0.96,74
het,1.02,74
het,1.02,74
het,8.04,74
het,4.02,74
het,1.02,74
het,1.02,74
het,1.02,74
het,0.96,74
het,0.96,74
het,4.98,74
het,3.96,74
het,1.98,74
het,1.98,74
het,4.98,74
het,1.98,74
het,10.98,74
het,1.98,74
het,4.02,74
het,0.96,74
het,15,74
het,2.04,74
het,1.02,74
het,15,74
het,3,74
het,3,74
het,4.02,74
het,3,74
het,1.02,74
het,1.02,74
het,1.98,74
het,4.98,74
het,3,74
het,4.98,74
het,1.02,74
het,1.98,74
het,12,74
het,1.98,74
het,0.96,74
het,1.98,74
het,7.02,74
het,4.98,74
het,1.98,74
het,1.02,74
het,1.98,74
het,1.98,74
het,3,74
het,0.96,74
het,1.98,74
het,1.98,74
het,9.96,74
het,4.02,74
het,1.02,74
het,3,74
het,1.02,74
wt,1.98,75
wt,1.98,75
wt,3.96,75
wt,1.02,75
wt,3.96,75
wt,6,75
wt,7.02,75
wt,1.02,75
wt,3,75
wt,3,75
wt,1.98,75
wt,4.02,75
wt,1.02,75
wt,3,75
wt,12,75
wt,2.04,75
wt,2.04,75
wt,1.02,75
wt,5.04,75
wt,1.98,75
wt,1.02,75
wt,2.04,75
wt,4.98,75
wt,1.98,75
wt,4.98,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,2.04,75
wt,6,75
wt,1.02,75
wt,1.98,75
wt,0.96,75
wt,0.96,75
wt,1.98,75
wt,0.96,75
wt,0.96,75
wt,2.04,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,3,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,1.98,75
wt,0.96,75
wt,0.96,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,1.98,75
wt,19.98,75
wt,21,75
wt,1.02,75
wt,0.96,75
wt,3,75
wt,6,75
wt,4.98,75
wt,1.02,75
wt,0.96,75
wt,2.04,75
wt,1.02,75
wt,1.02,75
wt,1.02,75
wt,0.96,75
wt,1.98,75
wt,1.02,75
wt,1.98,75
wt,5.04,75
wt,1.98,75
wt,3,75
wt,0.96,75
wt,1.02,75
wt,1.98,75
wt,1.02,75
wt,0.96,75
wt,1.02,75
wt,1.98,75
wt,0.96,75
wt,1.98,75
wt,3,75
wt,1.02,75
wt,0.96,75
wt,1.98,75
wt,12.96,75
wt,1.02,75
wt,3,75
wt,2.04,75
wt,4.02,75
wt,1.98,75
wt,0.96,75
wt,0.96,75
wt,1.02,75
wt,1.98,75
wt,1.02,75
wt,0.96,75
wt,4.02,75
wt,1.02,75
wt,3.96,75
wt,1.02,75
wt,1.02,75
wt,1.02,75
wt,1.02,75
wt,2.04,75
wt,25.02,75
wt,1.02,75
wt,9,76
wt,7.98,76
wt,3,76
wt,15,76
wt,4.02,76
wt,1.98,76
wt,9,76
wt,4.98,76
wt,3,76
wt,9,76
wt,7.02,76
wt,3,76
wt,1.98,76
wt,7.02,76
wt,1.02,76
wt,8.04,76
wt,1.02,76
wt,4.02,76
wt,7.02,76
wt,1.98,76
wt,1.02,76
wt,1.98,76
wt,6,76
wt,1.98,76
wt,1.02,76
wt,2.04,76
wt,1.98,76
wt,1.02,76
wt,1.02,76
wt,4.98,76
wt,6.96,76
wt,4.02,76
wt,1.02,76
wt,0.96,76
wt,1.02,76
wt,1.98,76
wt,4.98,76
wt,3,76
wt,1.02,76
wt,1.02,76
wt,4.98,76
wt,4.98,76
wt,6.96,76
wt,2.04,76
wt,3,76
wt,3,76
wt,4.02,76
wt,1.02,76
wt,0.96,76
wt,3,76
wt,1.02,76
wt,1.02,76
wt,0.96,76
wt,3,76
wt,10.02,76
wt,1.98,76
wt,9,76
wt,4.02,76
wt,2.04,76
wt,1.98,76
wt,9,76
wt,8.04,76
wt,3,76
wt,3.96,76
wt,1.98,76
wt,3.96,76
wt,3,76
wt,0.96,76
wt,7.02,76
wt,1.02,76
wt,3,76
wt,2.04,76
wt,4.02,76
wt,3,76
wt,1.02,76
wt,4.02,76
wt,3,76
wt,2.04,76
wt,2.04,76
wt,1.98,76
wt,1.98,76
wt,3,76
wt,1.98,76
wt,4.98,76
wt,1.02,76
wt,1.02,76
wt,3,76
het,1.02,77
het,1.02,77
het,3,77
het,0.96,77
het,0.96,77
het,3,77
het,4.02,77
het,4.02,77
het,1.02,77
het,1.02,77
het,3,77
het,1.02,77
het,0.96,77
het,10.02,77
het,1.02,77
het,1.02,77
het,0.96,77
het,2.04,77
het,1.02,77
het,3,77
het,4.02,77
het,0.96,77
het,2.04,77
het,1.02,77
het,1.98,77
het,6,77
het,2.04,77
het,1.02,77
het,1.98,77
het,1.02,77
het,1.98,77
het,1.98,77
het,3,77
het,6,77
het,1.02,77
het,0.96,77
het,0.96,77
het,2.04,77
het,1.02,77
het,1.98,77
het,7.02,77
het,4.02,77
het,1.02,77
het,5.04,77
het,2.04,77
het,1.98,77
het,1.98,77
het,1.02,77
het,1.02,77
het,6,77
het,4.02,77
het,0.96,77
het,3.96,77
het,7.02,77
het,4.02,77
het,3,77
het,1.98,77
het,2.04,77
het,1.98,77
het,3,77
het,4.98,77
het,3,77
het,4.02,77
het,1.98,77
het,1.98,77
het,1.02,77
het,0.96,77
het,1.98,77
het,1.98,77
het,1.98,77
het,5.04,77
het,0.96,77
het,4.02,77
het,3.96,77
het,3,77
het,1.02,77
het,3,77
het,1.02,77
het,1.02,77
het,2.04,77
het,1.02,77
het,0.96,77
het,0.96,77
het,3,77
het,7.02,77
het,4.98,77
het,7.02,77
het,1.98,77
het,7.98,77
het,3.96,77
het,3,77
het,1.02,77
wt,3,78
wt,1.98,78
wt,6,78
wt,1.98,78
wt,1.98,78
wt,1.02,78
wt,2.04,78
wt,7.02,78
wt,2.04,78
wt,1.02,78
wt,3,78
wt,1.98,78
wt,1.02,78
wt,0.96,78
wt,1.02,78
wt,5.04,78
wt,2.04,78
wt,1.02,78
wt,3.96,78
wt,1.02,78
wt,7.02,78
wt,2.04,78
wt,4.98,78
wt,1.98,78
wt,1.02,78
wt,1.02,78
wt,0.96,78
wt,1.98,78
wt,1.98,78
wt,3,78
wt,4.02,78
wt,1.98,78
wt,3,78
wt,4.98,78
wt,0.96,78
wt,3.96,78
wt,3,78
wt,2.04,78
wt,1.02,78
wt,3,78
wt,0.96,78
wt,2.04,78
wt,2.04,78
wt,1.02,78
wt,6.96,78
wt,1.02,78
wt,0.96,78
wt,0.96,78
wt,3,78
wt,8.04,78
wt,3,78
wt,1.98,78
wt,1.02,78
wt,1.02,78
wt,1.02,78
wt,3,78
wt,1.98,78
wt,9,78
wt,3,78
wt,1.02,78
wt,2.04,78
wt,4.02,78
wt,1.98,78
wt,3,78
wt,3,78
wt,4.02,78
wt,7.02,78
wt,6,78
wt,5.04,78
wt,7.02,78
wt,3.96,78
wt,7.98,78
wt,1.98,78
wt,9,78
wt,4.98,78
wt,3.96,78
wt,3,78
wt,3,78
wt,6,78
wt,2.04,78
wt,1.98,78
wt,1.98,78
wt,3.96,78
wt,9,78
wt,2.04,78
wt,4.98,78
wt,3,78
wt,0.96,78
wt,1.98,78
wt,4.02,78
wt,1.02,78
wt,0.96,78
wt,1.98,78
wt,2.04,78
wt,3,78
wt,0.96,78
wt,3,78
wt,0.96,78
wt,3,78
wt,0.96,78
wt,1.02,78
wt,4.98,78
wt,2.04,78
wt,1.02,78
wt,4.02,78
wt,3,78
wt,1.98,78
wt,1.98,78
wt,4.98,78
wt,4.98,78
wt,1.02,78
wt,4.02,78
wt,2.04,78
wt,3,78
wt,0.96,78
wt,4.02,78
wt,9,78
wt,1.98,78
wt,1.98,78
mut,31.02,79
mut,19.02,79
mut,12,79
mut,10.02,79
mut,25.02,79
mut,5.04,79
mut,3,79
mut,13.98,79
mut,0.96,79
mut,3.96,79
mut,22.98,79
mut,16.98,79
mut,28.02,79
mut,16.02,79
mut,36,79
mut,6,79
mut,6,79
mut,7.02,79
mut,0.96,79
mut,58.02,79
mut,33,79
mut,19.02,79
mut,7.02,79
mut,9,79
mut,1.02,79
mut,18,79
mut,7.02,79
mut,3,79
mut,33,79
mut,25.98,79
mut,10.02,79
mut,10.98,79
mut,21,79
wt,3,80
wt,6.96,80
wt,1.02,80
wt,4.02,80
wt,4.02,80
wt,1.98,80
wt,0.96,80
wt,1.02,80
wt,1.02,80
wt,9.96,80
wt,10.02,80
wt,1.02,80
wt,0.96,80
wt,4.98,80
wt,0.96,80
wt,4.98,80
wt,10.02,80
wt,9,80
wt,3,80
wt,1.98,80
wt,4.98,80
wt,7.02,80
wt,1.02,80
wt,0.96,80
wt,4.98,80
wt,6,80
wt,7.98,80
wt,1.02,80
wt,3,80
wt,1.02,80
wt,2.04,80
wt,1.02,80
wt,0.96,80
wt,1.98,80
wt,4.98,80
wt,4.02,80
wt,2.04,80
wt,0.96,80
wt,1.02,80
wt,2.04,80
wt,3.96,80
wt,0.96,80
wt,0.96,80
wt,3,80
wt,2.04,80
wt,3,80
wt,3,80
wt,1.98,80
wt,10.98,80
wt,1.02,80
wt,1.98,80
wt,4.02,80
wt,3,80
wt,6,80
wt,3.96,80
wt,6,80
wt,2.04,80
wt,4.02,80
wt,1.02,80
wt,6,80
wt,4.02,80
wt,1.02,80
wt,1.02,80
wt,6,80
wt,4.02,80
wt,0.96,80
wt,1.02,80
wt,0.96,80
wt,3,80
wt,1.98,80
wt,4.02,80
wt,3,80
wt,3,80
wt,0.96,80
wt,1.02,80
wt,1.02,80
wt,3,80
wt,2.04,80
wt,6,80
wt,4.98,80
wt,1.02,80
wt,3,80
wt,4.02,80
wt,1.02,80
wt,1.02,80
wt,3.96,80
wt,4.02,80
wt,10.98,80
wt,4.98,80
wt,1.98,80
wt,5.04,80
wt,1.02,80
wt,7.98,80
wt,10.98,80
mut,1.98,81
mut,6.96,81
mut,1.02,81
mut,16.02,81
mut,8.04,81
mut,1.02,81
mut,2.04,81
mut,14.04,81
mut,13.98,81
mut,6.96,81
mut,0.96,81
mut,1.98,81
mut,4.98,81
mut,3,81
mut,2.04,81
mut,9,81
mut,1.02,81
mut,7.98,81
mut,3.96,81
mut,1.98,81
mut,7.02,81
mut,1.98,81
mut,1.98,81
mut,3.96,81
mut,4.02,81
mut,4.02,81
mut,4.98,81
mut,18,81
mut,2.04,81
mut,7.02,81
mut,1.02,81
mut,15,81
mut,1.98,81
mut,6,81
mut,6.96,81
mut,4.02,81
mut,2.04,81
mut,4.02,81
mut,6.96,81
mut,7.02,81
mut,3,81
mut,2.04,81
mut,11.04,81
mut,4.02,81
mut,6.96,81
mut,3,81
mut,5.04,81
mut,4.02,81
mut,3,81
mut,1.02,81
mut,4.98,81
mut,3,81
mut,3,81
mut,9,81
mut,1.02,81
mut,0.96,81
mut,5.04,81
mut,2.04,81
mut,7.02,81
mut,0.96,81
mut,4.98,81
mut,4.98,81
mut,6,81
mut,1.02,81
mut,1.02,81
mut,1.98,81
mut,3,81
mut,1.98,81
mut,1.02,81
mut,1.02,81
mut,1.02,81
mut,4.98,81
mut,7.02,81
mut,5.04,81
mut,4.98,81
mut,1.98,81
mut,6,81
mut,1.98,81
mut,1.98,81
mut,1.98,81
mut,1.98,81
mut,5.04,81
mut,5.04,81
wt,7.98,86
wt,6.96,86
wt,7.02,86
wt,4.98,86
wt,1.02,86
wt,2.04,86
wt,1.02,86
wt,1.98,86
wt,6,86
wt,6,86
wt,11.04,86
wt,15,86
wt,1.02,86
wt,9,86
wt,7.98,86
wt,3,86
wt,3.96,86
wt,1.02,86
wt,1.02,86
wt,1.98,86
wt,3,86
wt,20.04,86
wt,8.04,86
wt,6,86
wt,1.02,86
wt,1.98,86
wt,15.96,86
wt,0.96,86
wt,1.98,86
wt,12.96,86
wt,3,86
wt,17.04,86
wt,1.02,86
wt,10.02,86
wt,3,86
wt,15.96,86
wt,7.98,86
wt,1.02,86
wt,1.02,86
wt,6,86
wt,13.02,86
wt,2.04,86
wt,10.02,86
wt,1.02,86
wt,0.96,86
wt,9,86
wt,1.02,86
wt,1.02,86
wt,4.98,86
wt,1.98,86
wt,10.02,86
wt,2.04,86
wt,1.02,86
wt,1.02,86
wt,43.98,86
wt,1.02,86
wt,7.98,86
mut,3,87
mut,9,87
mut,1.98,87
mut,2.04,87
mut,7.02,87
mut,1.98,87
mut,1.98,87
mut,1.98,87
mut,4.98,87
mut,1.02,87
mut,5.04,87
mut,3.96,87
mut,4.98,87
mut,4.98,87
mut,1.98,87
mut,8.04,87
mut,6,87
mut,6,87
mut,0.96,87
mut,1.98,87
mut,3.96,87
mut,4.02,87
mut,4.02,87
mut,1.02,87
mut,4.98,87
mut,6.96,87
mut,5.04,87
mut,7.98,87
mut,3.96,87
mut,1.02,87
mut,6,87
mut,4.02,87
mut,9,87
mut,1.98,87
mut,7.02,87
mut,7.02,87
mut,18.96,87
mut,1.98,87
mut,1.98,87
mut,2.04,87
mut,4.02,87
mut,6,87
mut,2.04,87
mut,0.96,87
mut,6,87
mut,4.02,87
mut,1.02,87
mut,0.96,87
mut,1.02,87
mut,3,87
mut,1.98,87
mut,0.96,87
mut,10.02,87
mut,2.04,87
mut,4.02,87
mut,6,87
mut,6.96,87
mut,1.98,87
mut,1.98,87
mut,4.98,87
mut,1.02,87
mut,9,87
mut,4.02,87
mut,3.96,87
mut,6,87
mut,1.98,87
mut,2.04,87
mut,2.04,87
mut,1.98,87
mut,13.02,87
mut,4.02,87
mut,6.96,87
mut,7.02,87
mut,5.04,87
mut,3,87
mut,3,87
mut,6.96,87
mut,7.98,87
mut,4.98,87
mut,3,87
mut,7.02,87
mut,3,87
mut,8.04,87
mut,20.04,87
mut,11.04,87
mut,1.02,87
mut,7.98,87
mut,6.96,87
mut,4.98,87
mut,1.02,87
mut,7.02,87
mut,9,87
mut,1.98,87
het,1.98,88
het,3,88
het,24,88
het,18.96,88
het,15,88
het,1.98,88
het,3,88
het,0.96,88
het,13.02,88
het,5.04,88
het,1.02,88
het,4.98,88
het,1.02,88
het,3,88
het,10.02,88
het,9,88
het,3,88
het,28.98,88
het,1.98,88
het,1.02,88
het,2.04,88
het,7.02,88
het,3,88
het,5.04,88
het,1.02,88
het,34.98,88
het,2.04,88
het,12,88
het,3,88
het,3.96,88
het,6,88
het,12,88
het,5.04,88
het,12,88
het,3,88
het,6,88
het,7.02,88
het,8.04,88
het,1.02,88
het,4.02,88
het,15,88
het,1.02,88
het,1.98,88
het,15,88
het,4.02,88
het,6.96,88
het,4.98,88
het,9,88
het,0.96,88
het,7.02,88
het,2.04,88
het,1.98,88
het,1.98,88
het,1.02,88
het,11.04,88
het,1.98,88
het,16.98,88
het,9,88
het,3.96,88
het,2.04,88
het,3.96,88
het,12,88
mut,2.04,89
mut,4.02,89
mut,3,89
mut,21,89
mut,33.96,89
mut,19.98,89
mut,4.98,89
mut,7.98,89
mut,16.98,89
mut,9,89
mut,1.02,89
mut,1.98,89
mut,6,89
mut,5.04,89
mut,2.04,89
mut,2.04,89
mut,10.02,89
mut,25.02,89
mut,7.02,89
mut,7.02,89
mut,1.98,89
mut,1.98,89
mut,12,89
mut,6,89
mut,8.04,89
mut,9,89
mut,1.02,89
mut,5.04,89
mut,1.02,89
mut,4.02,89
mut,4.98,89
mut,6,89
mut,0.96,89
mut,6,89
mut,4.98,89
mut,9.96,89
mut,6,89
mut,2.04,89
mut,22.02,89
mut,7.98,89
mut,3,89
mut,13.98,89
mut,13.98,89
mut,13.02,89
mut,13.02,89
mut,6,89
mut,2.04,89
mut,6,89
mut,1.02,89
mut,13.02,89
mut,1.98,89
mut,5.04,89
mut,3,89
mut,7.02,89
mut,1.98,89
mut,6,89
mut,1.02,89
mut,9,89
mut,7.02,89
mut,1.98,89
mut,1.02,89
mut,1.98,89
mut,3,89
mut,0.96,89
mut,3,89
mut,1.02,89
het,1.02,90
het,6,90
het,6,90
het,1.98,90
het,1.02,90
het,1.98,90
het,4.02,90
het,9,90
het,7.02,90
het,9.96,90
het,1.98,90
het,6.96,90
het,7.98,90
het,1.98,90
het,6.96,90
het,0.96,90
het,3,90
het,1.02,90
het,16.02,90
het,2.04,90
het,6,90
het,2.04,90
het,0.96,90
het,1.02,90
het,9,90
het,8.04,90
het,6,90
het,1.02,90
het,4.98,90
het,1.98,90
het,1.02,90
het,6,90
het,14.04,90
het,3,90
het,7.98,90
het,6,90
het,12,90
het,4.02,90
het,4.02,90
het,3,90
het,3.96,90
het,15,90
het,1.02,90
het,19.02,90
het,2.04,90
het,15,90
het,3,90
het,4.02,90
het,9,90
het,9,90
het,1.02,90
het,0.96,90
het,11.04,90
het,1.02,90
het,2.04,90
het,3,90
het,4.02,90
mut,1.98,92
mut,0.96,92
mut,10.02,92
mut,1.02,92
mut,2.04,92
mut,10.02,92
mut,26.04,92
mut,1.98,92
mut,1.02,92
mut,1.02,92
mut,1.98,92
mut,7.98,92
mut,1.98,92
mut,0.96,92
mut,1.98,92
mut,1.02,92
mut,1.98,92
mut,1.02,92
mut,4.98,92
mut,1.98,92
mut,0.96,92
mut,1.02,92
mut,10.98,92
mut,0.96,92
mut,0.96,92
mut,1.02,92
mut,7.98,92
mut,5.04,92
mut,1.02,92
mut,1.02,92
mut,1.02,92
mut,9,92
mut,0.96,92
mut,1.98,92
mut,0.96,92
mut,1.02,92
mut,1.02,92
mut,1.02,92
mut,1.02,92
mut,3,92
mut,1.98,92
